Area,Perimeter,Major_Axis_Length,Minor_Axis_Length,Eccentricity,Convex_Area,Extent,Class
"12.796,00","471,21","203,93","80,33","0,92","13.022,00","0,68",Cammeo
"13.811,00","482,30","206,71","85,74","0,91","14.000,00","0,56",Cammeo
"13.053,00","480,95","205,95","81,66","0,92","13.478,00","0,68",Cammeo
"12.879,00","469,13","200,80","82,04","0,91","13.132,00","0,77",Cammeo
"14.768,00","499,88","210,56","90,47","0,90","15.158,00","0,58",Cammeo
"12.040,00","441,02","182,75","85,15","0,88","12.372,00","0,75",Cammeo
"13.023,00","480,45","205,31","82,03","0,92","13.444,00","0,63",Cammeo
"14.712,00","496,04","212,74","89,09","0,91","14.925,00","0,73",Cammeo
"11.353,00","431,48","182,00","80,06","0,90","11.579,00","0,72",Cammeo
"15.534,00","521,93","221,59","90,55","0,91","16.187,00","0,71",Cammeo
"13.337,00","468,62","196,77","87,31","0,90","13.598,00","0,69",Cammeo
"10.951,00","432,61","182,04","78,22","0,90","11.242,00","0,55",Cammeo
"12.590,00","461,14","195,53","82,96","0,91","12.915,00","0,68",Cammeo
"12.932,00","456,65","191,33","86,73","0,89","13.098,00","0,66",Cammeo
"11.941,00","452,60","196,03","78,69","0,92","12.131,00","0,65",Cammeo
"13.665,00","472,52","199,54","87,68","0,90","13.944,00","0,71",Cammeo
"14.272,00","491,45","210,50","87,94","0,91","14.545,00","0,80",Cammeo
"14.874,00","487,50","204,91","92,89","0,89","15.065,00","0,61",Cammeo
"14.418,00","480,32","199,12","93,31","0,88","14.780,00","0,76",Cammeo
"12.434,00","454,89","193,16","82,86","0,90","12.652,00","0,70",Cammeo
"13.328,00","489,39","217,29","78,71","0,93","13.530,00","0,76",Cammeo
"12.104,00","441,77","182,46","85,51","0,88","12.378,00","0,74",Cammeo
"14.398,00","487,72","210,09","87,60","0,91","14.654,00","0,79",Cammeo
"12.352,00","453,14","191,11","83,35","0,90","12.683,00","0,58",Cammeo
"14.609,00","490,25","206,06","91,50","0,90","14.837,00","0,72",Cammeo
"12.663,00","468,22","199,70","81,62","0,91","12.979,00","0,62",Cammeo
"13.900,00","475,89","198,17","90,54","0,89","14.161,00","0,72",Cammeo
"14.439,00","490,47","204,83","91,05","0,90","14.815,00","0,79",Cammeo
"14.333,00","493,90","207,51","89,45","0,90","14.772,00","0,56",Cammeo
"13.848,00","475,59","196,23","90,75","0,89","14.260,00","0,59",Cammeo
"13.582,00","475,86","195,64","89,25","0,89","13.890,00","0,72",Cammeo
"14.212,00","485,99","203,42","90,01","0,90","14.508,00","0,57",Cammeo
"15.236,00","514,79","223,33","87,76","0,92","15.686,00","0,66",Cammeo
"14.955,00","508,72","217,98","88,61","0,91","15.363,00","0,57",Cammeo
"14.364,00","497,12","212,01","87,53","0,91","14.805,00","0,64",Cammeo
"12.975,00","463,85","196,42","85,06","0,90","13.358,00","0,61",Cammeo
"12.579,00","452,22","191,24","84,37","0,90","12.889,00","0,60",Cammeo
"15.982,00","523,17","220,01","94,22","0,90","16.337,00","0,57",Cammeo
"10.959,00","447,23","197,36","71,06","0,93","11.133,00","0,50",Cammeo
"13.631,00","473,55","193,49","91,51","0,88","14.141,00","0,58",Cammeo
"14.482,00","489,32","205,39","90,80","0,90","14.781,00","0,57",Cammeo
"14.892,00","503,65","213,27","90,48","0,91","15.279,00","0,59",Cammeo
"14.608,00","504,31","210,27","90,17","0,90","15.125,00","0,64",Cammeo
"12.326,00","459,68","194,34","82,08","0,91","12.686,00","0,62",Cammeo
"13.467,00","473,30","203,08","85,00","0,91","13.753,00","0,77",Cammeo
"15.158,00","505,28","209,48","93,93","0,89","15.586,00","0,61",Cammeo
"13.132,00","471,80","199,56","84,99","0,90","13.423,00","0,75",Cammeo
"14.178,00","488,88","207,40","88,07","0,91","14.406,00","0,56",Cammeo
"15.232,00","508,82","216,76","90,63","0,91","15.603,00","0,59",Cammeo
"10.885,00","434,27","191,09","73,55","0,92","11.024,00","0,80",Cammeo
"14.802,00","497,83","209,62","91,15","0,90","15.208,00","0,62",Cammeo
"14.889,00","499,21","210,38","91,71","0,90","15.221,00","0,60",Cammeo
"15.547,00","501,80","208,50","95,81","0,89","15.867,00","0,60",Cammeo
"11.377,00","456,45","200,84","72,35","0,93","11.573,00","0,75",Cammeo
"12.709,00","461,01","190,78","87,41","0,89","13.064,00","0,79",Cammeo
"12.384,00","460,14","190,87","85,09","0,90","12.811,00","0,60",Cammeo
"12.219,00","438,28","182,19","86,20","0,88","12.471,00","0,60",Cammeo
"13.125,00","475,36","198,60","85,41","0,90","13.575,00","0,58",Cammeo
"13.014,00","459,56","193,66","86,20","0,90","13.253,00","0,68",Cammeo
"13.523,00","468,17","195,40","88,65","0,89","13.811,00","0,67",Cammeo
"14.851,00","517,35","217,70","88,81","0,91","15.256,00","0,73",Cammeo
"14.467,00","498,62","213,60","87,00","0,91","14.857,00","0,74",Cammeo
"14.560,00","501,25","212,11","89,32","0,91","14.988,00","0,69",Cammeo
"15.007,00","506,58","217,27","88,55","0,91","15.314,00","0,74",Cammeo
"14.500,00","504,07","218,91","85,14","0,92","14.864,00","0,62",Cammeo
"13.637,00","466,65","193,53","90,35","0,88","13.838,00","0,69",Cammeo
"16.471,00","523,99","219,87","96,81","0,90","16.844,00","0,73",Cammeo
"15.452,00","513,26","220,04","90,55","0,91","15.775,00","0,78",Cammeo
"14.041,00","481,95","204,60","88,19","0,90","14.284,00","0,57",Cammeo
"14.865,00","495,07","202,87","94,27","0,89","15.235,00","0,60",Cammeo
"12.720,00","461,81","197,94","82,81","0,91","12.974,00","0,76",Cammeo
"12.972,00","467,38","194,53","86,51","0,90","13.425,00","0,77",Cammeo
"12.931,00","460,54","192,91","86,57","0,89","13.302,00","0,61",Cammeo
"14.017,00","474,31","198,34","90,87","0,89","14.320,00","0,76",Cammeo
"13.269,00","491,89","212,57","81,06","0,92","13.728,00","0,65",Cammeo
"13.734,00","487,84","213,25","83,18","0,92","13.941,00","0,81",Cammeo
"14.549,00","488,95","206,69","90,76","0,90","14.856,00","0,58",Cammeo
"14.831,00","493,76","208,27","91,54","0,90","15.099,00","0,79",Cammeo
"13.669,00","481,67","201,91","87,07","0,90","14.065,00","0,56",Cammeo
"13.735,00","484,77","204,81","86,76","0,91","13.960,00","0,55",Cammeo
"15.583,00","504,18","207,85","96,91","0,88","15.906,00","0,69",Cammeo
"11.856,00","456,42","201,00","75,42","0,93","12.027,00","0,72",Cammeo
"12.735,00","473,05","200,68","81,73","0,91","13.140,00","0,54",Cammeo
"14.378,00","491,48","202,71","91,39","0,89","14.805,00","0,64",Cammeo
"14.403,00","510,56","223,41","83,20","0,93","14.781,00","0,60",Cammeo
"12.274,00","456,12","194,49","81,24","0,91","12.562,00","0,71",Cammeo
"12.172,00","452,33","193,69","80,81","0,91","12.430,00","0,68",Cammeo
"14.085,00","489,45","200,53","91,24","0,89","14.670,00","0,63",Cammeo
"12.410,00","463,49","195,17","82,36","0,91","12.849,00","0,56",Cammeo
"13.196,00","474,99","199,98","85,66","0,90","13.463,00","0,56",Cammeo
"13.455,00","467,20","195,93","88,52","0,89","13.723,00","0,75",Cammeo
"12.593,00","463,37","195,76","83,08","0,91","12.907,00","0,70",Cammeo
"14.608,00","498,35","210,69","89,92","0,90","14.951,00","0,66",Cammeo
"12.939,00","469,48","202,04","83,10","0,91","13.165,00","0,66",Cammeo
"13.193,00","469,42","201,60","83,73","0,91","13.535,00","0,74",Cammeo
"11.883,00","448,22","191,75","79,46","0,91","12.103,00","0,55",Cammeo
"13.501,00","485,76","205,77","84,91","0,91","13.896,00","0,66",Cammeo
"12.202,00","442,36","180,04","87,40","0,87","12.521,00","0,78",Cammeo
"13.273,00","463,33","197,45","86,00","0,90","13.462,00","0,59",Cammeo
"12.899,00","468,39","201,05","82,39","0,91","13.132,00","0,70",Cammeo
"13.885,00","479,29","198,09","90,59","0,89","14.271,00","0,79",Cammeo
"13.574,00","473,22","197,87","88,44","0,89","13.879,00","0,64",Cammeo
"14.913,00","502,87","215,60","88,82","0,91","15.300,00","0,69",Cammeo
"16.582,00","532,36","223,36","95,75","0,90","17.089,00","0,71",Cammeo
"12.467,00","467,21","199,81","80,19","0,92","12.900,00","0,79",Cammeo
"13.167,00","466,66","197,13","86,22","0,90","13.448,00","0,58",Cammeo
"13.062,00","469,42","200,63","83,27","0,91","13.279,00","0,66",Cammeo
"14.677,00","498,80","209,87","90,27","0,90","15.060,00","0,65",Cammeo
"14.106,00","485,58","199,92","91,59","0,89","14.515,00","0,58",Cammeo
"14.640,00","501,32","210,29","90,33","0,90","15.119,00","0,59",Cammeo
"12.256,00","470,11","207,98","75,71","0,93","12.541,00","0,74",Cammeo
"14.362,00","479,93","202,70","90,71","0,89","14.606,00","0,59",Cammeo
"12.091,00","463,35","203,59","76,65","0,93","12.298,00","0,79",Cammeo
"12.605,00","447,66","183,50","88,52","0,88","12.859,00","0,60",Cammeo
"14.697,00","495,88","208,16","90,97","0,90","15.073,00","0,59",Cammeo
"14.337,00","501,77","219,31","83,45","0,92","14.631,00","0,74",Cammeo
"13.760,00","474,19","198,39","89,05","0,89","13.989,00","0,63",Cammeo
"16.022,00","524,87","221,53","93,64","0,91","16.545,00","0,54",Cammeo
"11.510,00","433,51","180,38","82,62","0,89","11.827,00","0,77",Cammeo
"12.798,00","469,30","202,17","81,58","0,91","13.152,00","0,78",Cammeo
"13.683,00","481,57","206,93","84,90","0,91","13.922,00","0,76",Cammeo
"14.379,00","495,15","212,02","87,81","0,91","14.834,00","0,79",Cammeo
"13.404,00","468,21","191,55","90,54","0,88","13.804,00","0,71",Cammeo
"12.858,00","466,16","198,55","83,76","0,91","13.095,00","0,55",Cammeo
"15.456,00","508,82","214,30","93,46","0,90","15.884,00","0,78",Cammeo
"14.149,00","474,95","195,36","93,34","0,88","14.454,00","0,61",Cammeo
"13.091,00","473,15","203,86","82,55","0,91","13.451,00","0,75",Cammeo
"16.403,00","521,91","215,15","98,40","0,89","16.867,00","0,59",Cammeo
"13.681,00","478,54","202,76","87,02","0,90","14.015,00","0,64",Cammeo
"14.263,00","489,45","205,81","89,51","0,90","14.637,00","0,66",Cammeo
"12.068,00","457,74","196,44","79,54","0,91","12.347,00","0,60",Cammeo
"15.710,00","517,07","214,75","95,25","0,90","16.259,00","0,61",Cammeo
"15.545,00","510,28","213,44","93,56","0,90","15.909,00","0,57",Cammeo
"12.720,00","449,62","178,61","92,75","0,85","13.095,00","0,74",Cammeo
"15.073,00","498,36","205,80","94,00","0,89","15.476,00","0,61",Cammeo
"11.771,00","441,86","187,00","81,27","0,90","12.109,00","0,62",Cammeo
"14.873,00","499,62","210,28","91,58","0,90","15.195,00","0,57",Cammeo
"14.092,00","499,42","210,96","86,80","0,91","14.618,00","0,77",Cammeo
"14.558,00","496,30","204,36","91,96","0,89","14.908,00","0,57",Cammeo
"13.321,00","473,99","199,27","85,93","0,90","13.758,00","0,56",Cammeo
"10.796,00","413,42","170,78","81,00","0,88","10.980,00","0,62",Cammeo
"14.444,00","491,14","203,51","91,60","0,89","14.773,00","0,58",Cammeo
"13.313,00","470,91","198,21","86,27","0,90","13.560,00","0,58",Cammeo
"15.578,00","509,60","216,91","92,62","0,90","15.864,00","0,81",Cammeo
"13.930,00","495,27","213,53","84,43","0,92","14.564,00","0,55",Cammeo
"12.092,00","449,19","192,58","80,42","0,91","12.298,00","0,58",Cammeo
"13.245,00","476,14","204,94","83,16","0,91","13.536,00","0,80",Cammeo
"14.572,00","497,55","211,08","88,71","0,91","14.926,00","0,63",Cammeo
"12.470,00","455,90","192,46","83,40","0,90","12.704,00","0,58",Cammeo
"15.777,00","515,68","218,70","93,21","0,90","16.111,00","0,57",Cammeo
"14.435,00","491,90","207,46","89,71","0,90","14.842,00","0,58",Cammeo
"12.745,00","470,30","205,09","79,51","0,92","12.940,00","0,53",Cammeo
"13.533,00","473,93","196,12","88,92","0,89","13.897,00","0,60",Cammeo
"12.551,00","459,73","197,68","81,57","0,91","12.741,00","0,82",Cammeo
"14.078,00","478,47","203,65","88,56","0,90","14.280,00","0,74",Cammeo
"13.057,00","460,17","187,13","90,31","0,88","13.385,00","0,75",Cammeo
"14.824,00","499,08","212,49","89,89","0,91","15.141,00","0,58",Cammeo
"14.189,00","491,97","209,94","86,81","0,91","14.496,00","0,55",Cammeo
"15.418,00","504,76","209,92","94,44","0,89","15.779,00","0,58",Cammeo
"14.828,00","493,50","209,90","90,67","0,90","15.090,00","0,61",Cammeo
"11.774,00","447,93","186,02","81,67","0,90","12.103,00","0,56",Cammeo
"13.335,00","469,71","199,30","85,91","0,90","13.657,00","0,62",Cammeo
"11.350,00","445,82","195,95","74,59","0,92","11.544,00","0,58",Cammeo
"13.484,00","480,79","204,21","84,90","0,91","13.827,00","0,66",Cammeo
"13.189,00","482,37","203,72","84,41","0,91","13.635,00","0,60",Cammeo
"12.495,00","458,41","187,60","87,03","0,89","12.993,00","0,67",Cammeo
"12.712,00","470,56","202,20","81,30","0,92","13.053,00","0,81",Cammeo
"13.446,00","475,13","198,70","87,38","0,90","13.765,00","0,58",Cammeo
"14.294,00","514,48","226,41","81,59","0,93","14.731,00","0,51",Cammeo
"12.158,00","447,38","184,10","84,91","0,89","12.467,00","0,63",Cammeo
"13.918,00","489,04","207,88","86,49","0,91","14.263,00","0,72",Cammeo
"13.502,00","473,01","198,15","88,04","0,90","13.778,00","0,75",Cammeo
"13.314,00","474,09","203,95","83,66","0,91","13.627,00","0,75",Cammeo
"14.226,00","492,20","207,02","88,36","0,90","14.465,00","0,58",Cammeo
"12.916,00","471,20","201,00","82,65","0,91","13.199,00","0,56",Cammeo
"13.372,00","470,40","196,08","88,71","0,89","13.745,00","0,58",Cammeo
"14.314,00","484,73","206,87","88,56","0,90","14.536,00","0,75",Cammeo
"13.567,00","475,17","197,29","88,91","0,89","13.940,00","0,64",Cammeo
"14.602,00","500,23","218,49","85,68","0,92","14.827,00","0,58",Cammeo
"11.846,00","445,89","192,95","78,47","0,91","12.010,00","0,58",Cammeo
"14.482,00","486,16","201,81","92,55","0,89","14.825,00","0,64",Cammeo
"12.886,00","455,52","189,86","87,50","0,89","13.080,00","0,59",Cammeo
"11.718,00","449,34","189,14","80,12","0,91","12.133,00","0,63",Cammeo
"13.790,00","479,30","198,90","90,14","0,89","14.190,00","0,59",Cammeo
"14.379,00","494,30","205,53","90,40","0,90","14.768,00","0,58",Cammeo
"11.931,00","445,10","187,92","82,14","0,90","12.174,00","0,65",Cammeo
"12.732,00","465,49","192,45","85,18","0,90","13.105,00","0,57",Cammeo
"12.044,00","449,17","188,36","82,49","0,90","12.342,00","0,57",Cammeo
"14.256,00","492,93","209,80","87,69","0,91","14.730,00","0,70",Cammeo
"14.283,00","482,70","202,37","90,61","0,89","14.595,00","0,64",Cammeo
"11.852,00","446,08","192,05","79,10","0,91","12.029,00","0,72",Cammeo
"13.204,00","473,82","203,77","83,11","0,91","13.430,00","0,59",Cammeo
"13.615,00","468,06","192,83","91,15","0,88","13.855,00","0,58",Cammeo
"13.309,00","460,92","191,46","88,95","0,89","13.540,00","0,65",Cammeo
"12.736,00","447,87","182,77","89,68","0,87","12.964,00","0,75",Cammeo
"14.184,00","479,23","197,46","92,08","0,88","14.537,00","0,60",Cammeo
"14.792,00","499,20","206,16","92,68","0,89","15.326,00","0,69",Cammeo
"10.937,00","424,59","177,17","79,76","0,89","11.103,00","0,60",Cammeo
"14.011,00","493,88","212,63","85,03","0,92","14.336,00","0,63",Cammeo
"13.487,00","477,25","205,05","84,28","0,91","13.772,00","0,74",Cammeo
"13.115,00","461,04","195,02","86,78","0,90","13.381,00","0,74",Cammeo
"14.518,00","491,22","203,76","92,34","0,89","14.877,00","0,74",Cammeo
"10.610,00","410,51","171,16","79,35","0,89","10.769,00","0,83",Cammeo
"13.173,00","467,48","194,68","87,36","0,89","13.443,00","0,57",Cammeo
"14.232,00","492,55","205,03","89,56","0,90","14.620,00","0,72",Cammeo
"12.888,00","467,20","199,16","83,29","0,91","13.222,00","0,73",Cammeo
"14.300,00","504,38","212,60","87,49","0,91","14.772,00","0,54",Cammeo
"13.446,00","476,04","200,05","86,59","0,90","13.814,00","0,60",Cammeo
"14.250,00","486,12","201,22","91,94","0,89","14.636,00","0,59",Cammeo
"13.634,00","491,18","209,13","83,73","0,92","14.075,00","0,79",Cammeo
"15.752,00","519,89","216,70","94,22","0,90","16.426,00","0,60",Cammeo
"14.892,00","503,34","209,62","91,80","0,90","15.338,00","0,66",Cammeo
"13.636,00","482,05","202,40","86,88","0,90","13.982,00","0,58",Cammeo
"13.548,00","479,75","203,27","85,60","0,91","13.850,00","0,55",Cammeo
"13.655,00","477,63","203,96","86,22","0,91","13.857,00","0,74",Cammeo
"14.974,00","498,63","210,92","90,90","0,90","15.212,00","0,64",Cammeo
"14.695,00","506,92","214,11","88,91","0,91","15.086,00","0,55",Cammeo
"15.080,00","512,95","211,93","92,14","0,90","15.533,00","0,57",Cammeo
"15.977,00","516,21","216,76","94,93","0,90","16.401,00","0,63",Cammeo
"13.380,00","469,18","190,81","91,01","0,88","13.747,00","0,62",Cammeo
"12.006,00","463,38","198,97","77,82","0,92","12.344,00","0,54",Cammeo
"14.275,00","485,79","206,46","88,93","0,90","14.469,00","0,55",Cammeo
"15.469,00","514,91","221,02","89,77","0,91","15.860,00","0,54",Cammeo
"13.436,00","467,96","195,02","89,15","0,89","13.798,00","0,80",Cammeo
"13.147,00","468,92","199,23","84,48","0,91","13.431,00","0,68",Cammeo
"13.912,00","480,84","206,91","86,26","0,91","14.107,00","0,81",Cammeo
"15.153,00","514,40","218,09","90,05","0,91","15.628,00","0,68",Cammeo
"11.965,00","455,82","196,16","78,43","0,92","12.247,00","0,66",Cammeo
"10.727,00","425,90","178,71","77,53","0,90","10.960,00","0,56",Cammeo
"13.636,00","481,26","203,93","86,18","0,91","13.888,00","0,55",Cammeo
"13.650,00","475,24","199,33","87,97","0,90","13.859,00","0,57",Cammeo
"14.284,00","499,92","213,17","86,93","0,91","14.678,00","0,70",Cammeo
"13.654,00","477,93","199,38","87,68","0,90","13.914,00","0,58",Cammeo
"14.828,00","494,29","202,10","95,03","0,88","15.197,00","0,59",Cammeo
"13.787,00","474,34","194,69","91,08","0,88","14.075,00","0,62",Cammeo
"12.744,00","467,92","200,61","81,71","0,91","13.047,00","0,71",Cammeo
"15.149,00","509,14","214,01","91,28","0,90","15.516,00","0,71",Cammeo
"13.728,00","488,10","208,97","84,64","0,91","14.052,00","0,56",Cammeo
"12.386,00","467,85","201,90","79,31","0,92","12.679,00","0,79",Cammeo
"14.753,00","494,85","212,10","89,37","0,91","15.051,00","0,82",Cammeo
"12.924,00","474,42","203,02","81,82","0,92","13.150,00","0,54",Cammeo
"14.761,00","499,51","210,80","90,56","0,90","15.197,00","0,66",Cammeo
"13.513,00","473,10","196,28","89,52","0,89","13.867,00","0,75",Cammeo
"15.868,00","519,53","219,18","93,27","0,90","16.281,00","0,57",Cammeo
"14.755,00","510,14","218,70","86,81","0,92","15.025,00","0,53",Cammeo
"11.141,00","431,92","181,24","79,12","0,90","11.372,00","0,79",Cammeo
"14.814,00","503,15","217,26","88,18","0,91","15.110,00","0,55",Cammeo
"12.153,00","451,21","187,77","83,65","0,90","12.497,00","0,71",Cammeo
"14.026,00","494,60","212,81","84,92","0,92","14.267,00","0,55",Cammeo
"14.269,00","501,04","214,67","85,64","0,92","14.733,00","0,70",Cammeo
"11.999,00","465,66","194,78","80,44","0,91","12.364,00","0,54",Cammeo
"13.932,00","495,53","213,35","84,32","0,92","14.297,00","0,55",Cammeo
"11.733,00","436,26","182,89","82,63","0,89","11.955,00","0,69",Cammeo
"14.321,00","490,42","204,28","90,68","0,90","14.622,00","0,57",Cammeo
"13.637,00","482,51","205,20","85,42","0,91","13.952,00","0,56",Cammeo
"13.803,00","492,02","207,05","87,18","0,91","14.174,00","0,57",Cammeo
"13.533,00","469,53","192,40","91,23","0,88","13.954,00","0,62",Cammeo
"12.892,00","482,63","204,60","82,35","0,92","13.376,00","0,65",Cammeo
"14.960,00","496,93","209,66","91,69","0,90","15.198,00","0,76",Cammeo
"16.603,00","513,52","213,52","99,96","0,88","16.922,00","0,61",Cammeo
"15.676,00","509,22","212,91","94,76","0,90","16.009,00","0,57",Cammeo
"14.136,00","488,97","203,39","89,79","0,90","14.475,00","0,59",Cammeo
"12.758,00","456,64","190,37","86,16","0,89","13.177,00","0,70",Cammeo
"16.608,00","516,09","207,67","103,35","0,87","17.111,00","0,70",Cammeo
"12.318,00","448,69","187,70","84,14","0,89","12.579,00","0,58",Cammeo
"11.068,00","419,93","174,13","81,81","0,88","11.242,00","0,60",Cammeo
"14.235,00","505,85","214,16","87,48","0,91","14.687,00","0,68",Cammeo
"13.117,00","460,57","192,40","87,63","0,89","13.575,00","0,78",Cammeo
